symbol,date,price
AMZN,2002/8/8,13.9
AMZN,2002/8/9,14.26
AMZN,2002/8/12,14.46
AMZN,2002/8/13,13.93
AMZN,2002/8/14,13.91
AMZN,2002/8/15,14.62
AMZN,2002/8/16,14.9
AMZN,2002/8/19,15.5
AMZN,2002/8/20,15.98
AMZN,2002/8/21,15.38
AMZN,2002/8/22,15.73
AMZN,2002/8/23,15.17
AMZN,2002/8/26,14.93
AMZN,2002/8/27,14.52
AMZN,2002/8/28,14.57
AMZN,2002/8/29,15.14
AMZN,2002/8/30,14.94
AMZN,2002/9/3,14.6
AMZN,2002/9/4,14.83
AMZN,2002/9/5,14.25
AMZN,2002/9/6,15.31
AMZN,2002/9/9,16.51
AMZN,2002/9/10,17.129999
AMZN,2002/9/11,17.110001
AMZN,2002/9/12,16.75
AMZN,2002/9/13,16.610001
AMZN,2002/9/16,16.709999
AMZN,2002/9/17,17.35
AMZN,2002/9/18,17.73
AMZN,2002/9/19,17.209999
AMZN,2002/9/20,15.86
AMZN,2002/9/23,16.049999
AMZN,2002/9/24,15.93
AMZN,2002/9/25,15.73
AMZN,2002/9/26,17.15
AMZN,2002/9/27,17.01
AMZN,2002/9/30,15.93
AMZN,2002/10/1,16.950001
AMZN,2002/10/2,17.01
AMZN,2002/10/3,16.75
AMZN,2002/10/4,16.549999
AMZN,2002/10/7,16.639999
AMZN,2002/10/8,16.940001
AMZN,2002/10/9,16.860001
AMZN,2002/10/10,17.959999
AMZN,2002/10/11,18.459999
AMZN,2002/10/14,19.200001
AMZN,2002/10/15,18.940001
AMZN,2002/10/16,19.49
AMZN,2002/10/17,18.74
AMZN,2002/10/18,19.040001
AMZN,2002/10/21,19.26
AMZN,2002/10/22,19.379999
AMZN,2002/10/23,19.75
AMZN,2002/10/24,19.860001
AMZN,2002/10/25,19.299999
AMZN,2002/10/28,18.59
AMZN,2002/10/29,18.57
AMZN,2002/10/30,19.08
AMZN,2002/10/31,19.360001
AMZN,2002/11/1,19.799999
AMZN,2002/11/4,18.780001
AMZN,2002/11/5,18.719999
AMZN,2002/11/6,19.34
AMZN,2002/11/7,19.120001
AMZN,2002/11/8,19.51
AMZN,2002/11/11,19
AMZN,2002/11/12,19.82
AMZN,2002/11/13,20.41
AMZN,2002/11/14,21.209999
AMZN,2002/11/15,22.209999
AMZN,2002/11/18,22.42
AMZN,2002/11/19,21.290001
AMZN,2002/11/20,22.9
AMZN,2002/11/21,23.4
AMZN,2002/11/22,23.99
AMZN,2002/11/25,24.25
AMZN,2002/11/26,23.4
AMZN,2002/11/27,24.08
AMZN,2002/11/29,23.35
AMZN,2002/12/2,24.110001
AMZN,2002/12/3,23.74
AMZN,2002/12/4,23.389999
AMZN,2002/12/5,22.58
AMZN,2002/12/6,22.610001
AMZN,2002/12/9,21.68
AMZN,2002/12/10,21.860001
AMZN,2002/12/11,22.129999
AMZN,2002/12/12,22.299999
AMZN,2002/12/13,22.18
AMZN,2002/12/16,22.51
AMZN,2002/12/17,22.459999
AMZN,2002/12/18,22.1
AMZN,2002/12/19,21.690001
AMZN,2002/12/20,21.93
AMZN,2002/12/23,22.24
AMZN,2002/12/24,21.879999
AMZN,2002/12/26,20.299999
AMZN,2002/12/27,18.860001
AMZN,2002/12/30,19.25
AMZN,2002/12/31,18.889999
AMZN,2003/1/2,19.57
AMZN,2003/1/3,20.52
AMZN,2003/1/6,20.700001
AMZN,2003/1/7,21.549999
AMZN,2003/1/8,21.02
AMZN,2003/1/9,21.450001
AMZN,2003/1/10,21.32
AMZN,2003/1/13,22.040001
AMZN,2003/1/14,22.74
AMZN,2003/1/15,22.27
AMZN,2003/1/16,21.799999
AMZN,2003/1/17,21.4
AMZN,2003/1/21,21.08
AMZN,2003/1/22,21.17
AMZN,2003/1/23,21.790001
AMZN,2003/1/24,22.110001
AMZN,2003/1/27,21.780001
AMZN,2003/1/28,21.620001
AMZN,2003/1/29,22.08
AMZN,2003/1/30,21.82
AMZN,2003/1/31,21.85
AMZN,2003/2/3,22.16
AMZN,2003/2/4,22.049999
AMZN,2003/2/5,22.17
AMZN,2003/2/6,22.09
AMZN,2003/2/7,21.440001
AMZN,2003/2/10,21.4
AMZN,2003/2/11,20.780001
AMZN,2003/2/12,21.129999
AMZN,2003/2/13,20.059999
AMZN,2003/2/14,20.059999
AMZN,2003/2/18,21.389999
AMZN,2003/2/19,21.190001
AMZN,2003/2/20,21.360001
AMZN,2003/2/21,21.780001
AMZN,2003/2/24,21.780001
AMZN,2003/2/25,21.879999
AMZN,2003/2/26,21.639999
AMZN,2003/2/27,21.620001
AMZN,2003/2/28,22.01
AMZN,2003/3/3,21.809999
AMZN,2003/3/4,22.27
AMZN,2003/3/5,22.42
AMZN,2003/3/6,22.690001
AMZN,2003/3/7,22.969999
AMZN,2003/3/10,22.879999
AMZN,2003/3/11,22.780001
AMZN,2003/3/12,23.360001
AMZN,2003/3/13,24.42
AMZN,2003/3/14,24.709999
AMZN,2003/3/17,26.549999
AMZN,2003/3/18,26.780001
AMZN,2003/3/19,26.540001
AMZN,2003/3/20,27.450001
AMZN,2003/3/21,27.93
AMZN,2003/3/24,26.23
AMZN,2003/3/25,26.9
AMZN,2003/3/26,27.76
AMZN,2003/3/27,27.77
AMZN,2003/3/28,27.18
AMZN,2003/3/31,26.030001
AMZN,2003/4/1,25.540001
AMZN,2003/4/2,26.379999
AMZN,2003/4/3,26.65
AMZN,2003/4/4,26.219999
AMZN,2003/4/7,26.82
AMZN,2003/4/8,26.52
AMZN,2003/4/9,25.059999
AMZN,2003/4/10,25.67
AMZN,2003/4/11,25.75
AMZN,2003/4/14,25.049999
AMZN,2003/4/15,25.129999
AMZN,2003/4/16,24.379999
AMZN,2003/4/17,24.99
AMZN,2003/4/21,25.25
AMZN,2003/4/22,25.58
AMZN,2003/4/23,25.43
AMZN,2003/4/24,25.120001
AMZN,2003/4/25,28.969999
AMZN,2003/4/28,29.110001
AMZN,2003/4/29,28.889999
AMZN,2003/4/30,28.690001
AMZN,2003/5/1,28.66
AMZN,2003/5/2,29.43
AMZN,2003/5/5,29.959999
AMZN,2003/5/6,30.879999
AMZN,2003/5/7,30.700001
AMZN,2003/5/8,30.450001
AMZN,2003/5/9,30.959999
AMZN,2003/5/12,31.700001
AMZN,2003/5/13,32.950001
AMZN,2003/5/14,32.599998
AMZN,2003/5/15,32.630001
AMZN,2003/5/16,33.049999
AMZN,2003/5/19,31.559999
AMZN,2003/5/20,31.48
AMZN,2003/5/21,31.75
AMZN,2003/5/22,33
AMZN,2003/5/23,32.720001
AMZN,2003/5/27,34.849998
AMZN,2003/5/28,34.860001
AMZN,2003/5/29,35.549999
AMZN,2003/5/30,35.889999
AMZN,2003/6/2,35.400002
AMZN,2003/6/3,35.23
AMZN,2003/6/4,35.389999
AMZN,2003/6/5,35.52
